id,name,genre,director,actor,poster,description,rating,year
162898,CHiPs '99,"Crime, Drama",Jon Cassar,"Larry Wilcox, Erik Estrada, Robert Pine, Paul Korver",https://m.media-amazon.com/images/M/MV5BMTI0NzM1NjAwMF5BMl5BanBnXkFtZTcwMTUwNDMyMQ@@._V1_SX300.jpg,"Ponch has returned to the police force, and is determined to help his friend Jon in investigating various car thefts.",0,1998
163818,Contract Killer,"Action, Comedy",Wei Tung,"Jet Li, Eric Tsang, Simon Yam, Gigi Leung",https://m.media-amazon.com/images/M/MV5BMTk2Njk4OTQzNV5BMl5BanBnXkFtZTcwNDI5ODYxMQ@@._V1_SX300.jpg,"Financially troubled, a newbie hitman reluctantly takes the job of finding the plotted killer of a Japanese tycoon, but things complicate when the tycoon is killed and he is forced to ally with a misfortunate hitman to find the ""King of the Hitman.""",0,1998
1014806,The Poker House,Drama,Lori Petty,"Jennifer Lawrence, Javon Johnson, Sophi Bairley, Bokeem Woodbine",https://m.media-amazon.com/images/M/MV5BMTU5NTQ2MDg3NF5BMl5BanBnXkFtZTgwNDY4MTA2MDE@._V1_SX300.jpg,A dramatization of Lori Petty's teenage years spent in small town Iowa.,0,2008
165546,The Wounds,"Comedy, Crime, Drama",Srdjan Dragojevic,"Dusan Pekic, Milan Maric, Dragan Bjelogrlic, Branka Katic",https://m.media-amazon.com/images/M/MV5BMTIxMDY1MzkyNV5BMl5BanBnXkFtZTcwMzI1NjEyMQ@@._V1_SX300.jpg,This film follows two Belgrade youths on their rise to gangster legends in a decaying society.,0,1998
175694,The Guy from Harlem,"Action, Crime, Drama",Rene Martinez Jr.,"Loye Hawkins, Cathy Davis, Patricia Fulton, Wanda Starr",https://m.media-amazon.com/images/M/MV5BMTU4MzIyOTc0N15BMl5BanBnXkFtZTcwNTk0Mzk0NQ@@._V1_SX300.jpg,"Tough streetwise private investigator Al Connors, who works in Florida but originally hails from Harlem, is hired by the CIA to guard a visiting African princess. Moreover, Connors uses all his sharp street smarts and fierce fighting skills to find another woman who's been abducted by the evil Big Daddy.",0,1977
179218,Hitman Hart: Wrestling with Shadows,"Documentary, Biography, Sport",Paul Jay,"Bret Hart, Owen Hart, Brian Pillman, Blade Hart",https://m.media-amazon.com/images/M/MV5BMTI0NTkxNTQ1Ml5BMl5BanBnXkFtZTcwMDgzNTQyMQ@@._V1_SX300.jpg,"The life and career of Bret Hart is recounted from his youth, through the start of his career, his years in the WWF, up to the present day. Bret discusses the high and lows of his career and shows the world of professional wrestling from a wrestler's point of view.",0,1998
181733,On the Ropes,"Documentary, Drama, Sport","Nanette Burstein, Brett Morgen","Sam Doumit, Martin Goldman, Harry Keitt, Randy Little",https://m.media-amazon.com/images/M/MV5BMjEzMTE4MTk0Nl5BMl5BanBnXkFtZTcwOTc5MTYyMQ@@._V1_SX300.jpg,The story of three young boxers and their coach who is determined to guide them in a positive direction in and out of the ring.,0,1999
185143,The Adventures of Tom Thumb & Thumbelina,"Animation, Family, Fantasy",Glenn Chaika,"Jennifer Love Hewitt, Elijah Wood, Peter Gallagher, Alexandra Boyd",https://m.media-amazon.com/images/M/MV5BMTY2MjIyNzgxNF5BMl5BanBnXkFtZTcwMzM3MDQyMQ@@._V1_SX300.jpg,"When two tiny people reunite fifteen years after their village was ransacked by a giant, they learn that they were very special people in the village.",0,2002
77270,The Boys in Company C,"Drama, War",Sidney J. Furie,"Stan Shaw, Andrew Stevens, James Canning, Michael Lembeck",https://m.media-amazon.com/images/M/MV5BMTkyNDg0MzE4NF5BMl5BanBnXkFtZTcwNTY2NTA0MQ@@._V1_SX300.jpg,"This war drama (which prefigures the later ""Full Metal Jacket"") follows the lives of five young Marine inductees from their training in boot camp in 1967 through a tour in Vietnam in 1968 that quickly devolves into a hellish nightmare. Disheartened by futile combat, appalled by the corruption of their South Vietnamese ally, and constantly endangered by the incompetence of their own company commander, the young men find a possible way out of the war. They are told that if they can defeat a rival soccer team, they can spend the rest of their tour playing exhibition games behind the lines. But as they might have predicted, nothing in Vietnam is as simple as it seems.",0,1978
77305,The Cat from Outer Space,"Comedy, Sci-Fi",Norman Tokar,"Ken Berry, Sandy Duncan, Harry Morgan, Roddy McDowall",https://m.media-amazon.com/images/M/MV5BMjE0MTAzNzkwMV5BMl5BanBnXkFtZTcwMjYyNDYyMQ@@._V1_SX300.jpg,"A UFO is stranded on earth and impounded by the US government. Its pilot, a cat with a collar that has special powers, including the ability to allow the cat to communicate with humans, has eluded the authorities and needs the help of a man named Frank in order to reclaim and repair his ship to get back home.",0,1978
77304,The Cat and the Canary,"Comedy, Mystery, Horror",Radley Metzger,"Honor Blackman, Michael Callan, Edward Fox, Wendy Hiller",https://m.media-amazon.com/images/M/MV5BMTIwMzY1MTI0MF5BMl5BanBnXkFtZTcwNTg4MjcyMQ@@._V1_SX300.jpg,"When an elderly man dies, some of his relatives gather to hear the reading of the will. When it is read by his attorney, the old man lets it be known how much he despised and loathed his worthless kin. As a result, his will is structured in such a way as to set up a dogfight between his potential heirs as to who will collect his fortune.",0,1978
152176,Restaurant,Drama,Eric Bross,"Adrien Brody, Elise Neal, David Moscow, Simon Baker",https://m.media-amazon.com/images/M/MV5BMTUxOTQzNjI1MV5BMl5BanBnXkFtZTcwMDAxMDUxMQ@@._V1_SX300.jpg,A few young waiters at a popular New Jersey restaurant are dreaming of becoming actors or otherwise getting into the artistic community.,0,1998
77321,The Cheap Detective,"Comedy, Crime, Mystery",Robert Moore,"Peter Falk, Ann-Margret, Eileen Brennan, Sid Caesar",https://m.media-amazon.com/images/M/MV5BMTYwNjgyMTcyMl5BMl5BanBnXkFtZTYwMzgwMjk5._V1_SX300.jpg,"Lou Peckinpaugh, the Cheap detective has entered a world that is half Casablanca and half Maltese Falcon. A parody of Bogart's films in which Lou goes through a series of scenes from the two movies trying to keep ahead of the police who think he killed his partner and find the black bird.",0,1978
3564794,Welcome to Happiness,"Comedy, Drama, Fantasy",Oliver Thompson,"Kyle Gallner, Olivia Thirlby, Nick Offerman, Keegan-Michael Key",https://m.media-amazon.com/images/M/MV5BMTQ5MzY1MTQyNl5BMl5BanBnXkFtZTgwMDI4MTQxNTE@._V1_SX300.jpg,"A children's book author is the gatekeeper to a mysterious door in his closet that only allows certain people to enter. When he learns where the door leads, his life is forever changed.",0,2015
213035,Kiss,,Andy Warhol,"Rufus Collins, Johnny Dodd, Fred Herko, Mark Lancaster",https://m.media-amazon.com/images/M/MV5BMTU3NDk0MTcxMF5BMl5BanBnXkFtZTcwNDk5MzMzMQ@@._V1_SX300.jpg,Close-ups of couples kissing for three minutes each.,0,1963
228456,Jigoku no banken: akai megane,"Sci-Fi, Thriller",Mamoru Oshii,"Shigeru Chiba, Machiko Washio, Hideyuki Tanaka, Hideyo Amamoto",https://m.media-amazon.com/images/M/MV5BMTI5NjU1NzcyM15BMl5BanBnXkFtZTcwODc3MDUyMQ@@._V1_SX300.jpg,A surreal science fiction noir involving a man trapped in a future where seemingly everyone is a government spy and all-night noodle stands are outlawed.,0,1987
241218,Backyard Dogs,"Action, Comedy, Sport",Robert Boris,"Scott Hamm, Bree Turner, Walter Jones, Roger Fan",https://m.media-amazon.com/images/M/MV5BMjA1NDYyNTU0N15BMl5BanBnXkFtZTcwMzIzMzcyMQ@@._V1_SX300.jpg,Two teenage boys aspire to win a backyard wrestling championship and a chance to appear on a national TV show.,0,2000
3816458,Dead Rising: Watchtower,Horror,Zach Lipovsky,"Jesse Metcalfe, Meghan Ory, Virginia Madsen, Keegan Connor Tracy",https://m.media-amazon.com/images/M/MV5BMjM2Njc1OTAwN15BMl5BanBnXkFtZTgwMTM3Nzg1NjE@._V1_SX300.jpg,A group of people fight to survive in a zombie infested town.,0,2015
250323,The Deep End,"Crime, Drama, Mystery","Scott McGehee, David Siegel","Tilda Swinton, Goran Visnjic, Jonathan Tucker, Peter Donat",https://m.media-amazon.com/images/M/MV5BMjczMDg4OTMzOV5BMl5BanBnXkFtZTYwNjE4NDg5._V1_SX300.jpg,"With her husband perpetually away at work, a mother raises her children virtually alone. Her teenage son is testing the waters of the adult world, and early one morning she wakes to find the dead body of his gay lover on the beach of their rural lakeside home. What would you do? What is rational and what do you do to protect your child? How far do you go and when do you stop?",0,2001
251370,Rennie's Landing,Drama,Marc Fusco,"Charlotte Ayanna, Ethan Embry, Peter Facinelli, Scott Foley",https://m.media-amazon.com/images/M/MV5BMTU1OTA2Mjg4Nl5BMl5BanBnXkFtZTcwODk3NTc0MQ@@._V1_SX300.jpg,Fate reuintes college friends a year after graduation and they decide to recapture the idealistic spirit of their college days.,0,2001
253658,Scooby-Doo and the Alien Invaders,"Animation, Comedy, Mystery",Jim Stenstrum,"Scott Innes, Mary Kay Bergman, Frank Welker, B.J. Ward",https://m.media-amazon.com/images/M/MV5BMTY3NDEzODMwN15BMl5BanBnXkFtZTcwOTgwOTgyMQ@@._V1_SX300.jpg,"A cosmic case of UFOs, intergalactic intrigue and out-of-this-world romance launches Scooby, Shaggy and the Mystery, Inc. kids into their most unearthly adventure ever!",0,2000
255851,Boycott,Drama,Clark Johnson,"Jeffrey Wright, Terrence Howard, CCH Pounder, Carmen Ejogo",https://m.media-amazon.com/images/M/MV5BMTYwNDU2NzUyN15BMl5BanBnXkFtZTcwODg0MjkyMQ@@._V1_SX300.jpg,Black Americans boycott the public buses during the 1950s civil rights movement.,0,2001
265029,America's Sweethearts,"Comedy, Romance",Joe Roth,"Julia Roberts, Billy Crystal, Catherine Zeta-Jones, John Cusack",https://m.media-amazon.com/images/M/MV5BMTYwOTk4ODQ4M15BMl5BanBnXkFtZTYwMDg2NjA5._V1_SX300.jpg,"In the midst of a nasty public breakup of married movie stars, a studio publicist scrambles to put a cap on the escalating situation as the couple's latest film has found its only print kidnapped by the director.",0,2001
265803,Anything But Love,"Musical, Romance",Robert Cary,"Andrew McCarthy, Isabel Rose, Cameron Bancroft, Alix Korey",https://m.media-amazon.com/images/M/MV5BMTU0NDUxNzQ4OV5BMl5BanBnXkFtZTcwODI4MTQyMQ@@._V1_SX300.jpg,A corporate lawyer is caught in a love triangle with an ambitious cabaret singer.,0,2002
267891,The Ringer,"Comedy, Sport",Barry W. Blaustein,"Johnny Knoxville, Brian Cox, Katherine Heigl, Jed Rees",https://m.media-amazon.com/images/M/MV5BMTUzNDQzMTk5OF5BMl5BanBnXkFtZTcwNDY0MjEzMQ@@._V1_SX300.jpg,"This comedy is about two guys who decide to rig the Special Olympics to pay off a debt by having one of them, Steve (Knoxville), pose as a contestant in the games, hoping to dethrone reigning champion, Jimmy. Mentally-challenged high jinks and hilarity surely follow.",0,2005
270919,Ditto,"Romance, Sci-Fi",Jeong-kwon Kim,"Ji-tae Yu, HaNeul Kim, Ji-won Ha, Seung-min Lee",https://m.media-amazon.com/images/M/MV5BMTc4Mzk0ODM4N15BMl5BanBnXkFtZTcwNjg4MDMyMQ@@._V1_SX300.jpg,"Two students, separated in time, are somehow able to talk to each other using amateur radio, one in 1979 and the other in 2000.",0,2000
381131,The Deal,Drama,Stephen Frears,"David Morrissey, Matt Blair, Michael Sheen, Dexter Fletcher",https://m.media-amazon.com/images/M/MV5BMTAzOTEwMzkyNjZeQTJeQWpwZ15BbWU3MDk1MTgwODE@._V1_SX300.jpg,"Follows the rise to power of Tony Blair, and his friendship and rivalry with his contemporary, Gordon Brown.",0,2003
275947,Avenging Angelo,"Action, Comedy, Crime",Martyn Burke,"Sylvester Stallone, Madeleine Stowe, Anthony Quinn, Raoul Bova",https://m.media-amazon.com/images/M/MV5BMTY5MzYxOTk3OV5BMl5BanBnXkFtZTcwNjgzNjMyMQ@@._V1_SX300.jpg,"A woman who has recently discovered that she is the daughter of Angelo, a major mafia boss, decides to wreak vengeance when he is killed by a hitman. She's aided by his faithful bodyguard, with whom she soon falls in love.",0,2002
277895,Mickey,"Drama, Sport",Hugh Wilson,"Harry Connick Jr., Shawn Salinas, Michelle Johnson, Mike Starr",https://m.media-amazon.com/images/M/MV5BMTIwODc1MzA4OF5BMl5BanBnXkFtZTcwNzUwMjgyMQ@@._V1_SX300.jpg,"A widowed lawyer wanted by the IRS assumes a new identity and signs his now-too-old son up for one more year of Little League. However, this may have been a mistake, as his son's dominance captures the media's attention as his team careens toward the Little League World Series.",0,2004
278723,The Skulls II,Thriller,Joe Chappelle,"Robin Dunne, Nathan West, Ashley Tesoro, Lindy Booth",https://m.media-amazon.com/images/M/MV5BMTY0MTA5OTU2MF5BMl5BanBnXkFtZTcwNjYzMzUyMQ@@._V1_SX300.jpg,"After joining the Skulls, Ryan Sommers (Robin Dunne) is warned not to betray any secrets about the organization or its high-powered members. However, when Ryan witnesses a murder within the Skulls' private chambers, he finds that the closer he gets to revealing the truth - the more dangerous life becomes.",0,2002
280241,Black River,"Mystery, Sci-Fi",Jeff Bleckner,"Jay Mohr, Lisa Edelstein, Ann Cusack, Ron Canada",https://m.media-amazon.com/images/M/MV5BMTIxOTA0NDQ4N15BMl5BanBnXkFtZTcwNDcxNTAzMQ@@._V1_SX300.jpg,A writer visits a town that isn't what it appears to be.,0,2001
280462,The Barber,"Crime, Horror, Mystery",Michael Bafaro,"Malcolm McDowell, Jeremy Ratchford, Garwin Sanford, Brenda James",https://m.media-amazon.com/images/M/MV5BMjEzNzA1NjQ1OV5BMl5BanBnXkFtZTcwOTAxNDQyMQ@@._V1_SX300.jpg,"A weary town faces a long, dark winter.",0,2002
281938,Joe and Max,"Biography, Drama, Sport",Steve James,"Til Schweiger, Leonard Roberts, Richard Roundtree, David Paymer",https://m.media-amazon.com/images/M/MV5BMTQyMzg1NDM0OV5BMl5BanBnXkFtZTcwNzgxMjUyMQ@@._V1_SX300.jpg,True story of boxers Joe Louis and Max Schmeling and their enduring friendship.,0,2002
290230,Lathe of Heaven,Sci-Fi,Philip Haas,"James Caan, Lukas Haas, Lisa Bonet, David Strathairn",https://m.media-amazon.com/images/M/MV5BMTMxNDY4MDU4Ml5BMl5BanBnXkFtZTcwMTQ2MzgxMQ@@._V1_SX300.jpg,In a near future society a man claims that his dreams physically change reality. His therapist is confused at first but soon decides to use him for his own gain.,0,2002
297450,VeggieTales: The Ultimate Silly Song Countdown,"Animation, Short, Comedy","Tom Bancroft, Mike Nawrocki","Kurt Heinecke, Mike Nawrocki, Laura Richey, Nancy Rizzo",https://m.media-amazon.com/images/M/MV5BMjQ2NzQzNjg0NV5BMl5BanBnXkFtZTcwODgxMjU1MQ@@._V1_SX300.jpg,"The Pirates Who Don't Do Anything host this obviously silly song countdown. These are the 10 most popular songs, as tabulated on the VeggieTales website, and are presented in a very appealing fashion. As always, the computer animation is top-notch and the songs are definitely silly.",0,2001
299215,Wheelmen,Comedy,Dirk Hagen,"Lisa Arturo, James Avery, Elya Baskin, Jim Beaver",https://m.media-amazon.com/images/M/MV5BMTIwNjEzMjQxNl5BMl5BanBnXkFtZTYwMjM1ODc3._V1_SX300.jpg,Great combination of a comedy and a feel good movie. There is never a dull moment in Wheelmen.,0,2005
314197,Imagining Argentina,"Drama, Romance, Thriller",Christopher Hampton,"Irene Escolar, Fernando Tielve, Hector Bordoni, Antonio Banderas",https://m.media-amazon.com/images/M/MV5BMTk3ODQ4OTEwOV5BMl5BanBnXkFtZTcwNDY5NDMzMQ@@._V1_SX300.jpg,Antonio Banderas and Emma Thompson star in this gripping political thriller about a man with the power to see the fate of missing people - with the exception of his own beloved wife.,0,2003
415778,End Game,"Action, Crime, Drama",Andy Cheng,"Cuba Gooding Jr., Angie Harmon, James Woods, Patrick Fabian",https://m.media-amazon.com/images/M/MV5BMTI5OTQ1NTczMl5BMl5BanBnXkFtZTcwNzg0MjczMQ@@._V1_SX300.jpg,A secret Service agent and a news reporter investigate the conspiracy behind the assassination of the President.,0,2006
424287,The Mostly Unfabulous Social Life of Ethan Green,"Comedy, Romance",George Bamber,"Daniel Letterle, Diego Serrano, Shanola Hampton, David Monahan",https://m.media-amazon.com/images/M/MV5BMjE5NzkzMjI0Ml5BMl5BanBnXkFtZTcwOTg4MjMzMQ@@._V1_SX300.jpg,A young gay man tries to balance his career as a personal assistant while searching for love.,0,2005
317171,Blissfully Yours,"Drama, Romance",Apichatpong Weerasethakul,"Kanokporn Tongaram, Min Oo, Jenjira Pongpas, Sa-gnad Chaiyapan",https://m.media-amazon.com/images/M/MV5BMTczODcxMDE3OF5BMl5BanBnXkFtZTcwOTQ0NjczMQ@@._V1_SX300.jpg,The story of a love affair that begins during a picnic on the Thai-Burmese border.,0,2002
336693,The House Is Black,"Documentary, Short",Forugh Farrokhzad,"Forugh Farrokhzad, Ebrahim Golestan, Hossein Mansouri",https://m.media-amazon.com/images/M/MV5BMzM0MDI5ODU1NV5BMl5BanBnXkFtZTcwOTQwNzcyMQ@@._V1_SX300.jpg,"Set in a leper colony in the north of Iran, The House is Black juxtaposes ""ugliness,"" of which there is much in the world as stated in the opening scenes, with religion and gratitude.",0,1963
338013,Eternal Sunshine of the Spotless Mind,"Drama, Romance, Sci-Fi",Michel Gondry,"Jim Carrey, Kate Winslet, Gerry Robert Byrne, Elijah Wood",https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_SX300.jpg,"A man, Joel Barish, heartbroken that his girlfriend Clementine underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realizes that he still loves her, and may be too late to correct his mistake.",0,2004
339607,Mail Order Bride,Comedy,"Robert Capelli Jr., Jeffrey Wolf","Danny Aiello, Robert Capelli Jr., Ivana Milicevic, Artie Lange",https://m.media-amazon.com/images/M/MV5BMjM3MzE5NTMwOV5BMl5BanBnXkFtZTgwNzA4OTk1MDE@._V1_SX300.jpg,"When Toni discovers several of his men have been scammed by a Russian mail-order bride who?s escaped back to Russia, he decides to send his troublesome nephew, Anthony Santini to bring back the girl and the money. Only, Anthony Santini can?t seem to get the mob thing right.",0,2003
448154,The Maidens' Conspiracy,Adventure,Vicente Aranda,"Casper Zafer, Esther Nubiola, Leonor Watling, Ingrid Rubio",https://m.media-amazon.com/images/M/MV5BNDQ0NzI1MDQyNF5BMl5BanBnXkFtZTcwNzExOTI0MQ@@._V1_SX300.jpg,"Tirante the knight is as committed to fighting the Turks in Constantinople as he is to relieving Carmesina, the heiress to the Byzantine Empire, of her virginity.",0,2006
342300,Dopamine,"Comedy, Drama, Romance",Mark Decena,"John Livingston, Sabrina Lloyd, Bruno Campos, Rueben Grundy",https://m.media-amazon.com/images/M/MV5BMTg1NzMzMDQwNV5BMl5BanBnXkFtZTcwODQyNjAwMQ@@._V1_SX300.jpg,"Rand, Winston, and Johnson have a small tech startup company in the Bay Area that's developing a artificially-lived computer character, Koy Koy the bird, who can hear and see and interact with the user. Koy Koy gets placed in a kids schoolroom for testing, and Rand develops a relationship with one of the teachers, Sarah. Rand learns that his scientific understanding of human mating isn't necessarily a roadmap for the real thing.",0,2003
346631,Blood and Bone,"Action, Drama",Ben Ramsey,"Michael Jai White, Julian Sands, Eamonn Walker, Dante Basco",https://m.media-amazon.com/images/M/MV5BNjE0MDc4ODY4Ml5BMl5BanBnXkFtZTcwNDI2NjM4Mg@@._V1_SX300.jpg,"In Los Angeles, an ex-con takes the underground fighting world by storm in his quest to fulfill a promise to a dead friend.",0,2009
348847,Masai: The Rain Warriors,Drama,Pascal Plisson,"Ngotiek Ole Mako, Paul Nteri Ole Sekenan, Parkasio Ole Muntet, Musurpei Ole Toroge",https://m.media-amazon.com/images/M/MV5BMTg0MjAwMjM2NF5BMl5BanBnXkFtZTcwODExNzY5MQ@@._V1_SX300.jpg,"After a lion kills the village leader, the expected rains fail to arrive, so a group of warriors are sent to hunt the lion down and kill it in hopes that the rains will come at last.",0,2004
356721,I Heart Huckabees,Comedy,David O. Russell,"Jason Schwartzman, Isabelle Huppert, Dustin Hoffman, Lily Tomlin",https://m.media-amazon.com/images/M/MV5BNTAyNTg5NTY2OV5BMl5BanBnXkFtZTcwMzQwODYyMQ@@._V1_SX300.jpg,"Determined to solve the coincidence of seeing the same conspicuous stranger three times in a day, Albert hires a pair of existentialist detectives, who insist on spying on his everyday life while sharing their views on life and the nature of the universe.",0,2004
358569,Live Forever,"Documentary, Music",John Dower,"Noel Gallagher, Liam Gallagher, Damon Albarn, Jarvis Cocker",https://m.media-amazon.com/images/M/MV5BMTY4MDg2NjExN15BMl5BanBnXkFtZTcwMjQzMjAwMQ@@._V1_SX300.jpg,"Hilarous documentary about the Britpop music scene in the Nineties, featuring all the main bands of the scene exposing the truth behind the myths.",0,2003
360845,Notre musique,Drama,Jean-Luc Godard,"Sarah Adler, Nade Dieu, Rony Kramer, Simon Eine",https://m.media-amazon.com/images/M/MV5BMTkxNTk0MzMwMF5BMl5BanBnXkFtZTcwNDI0NDcyMQ@@._V1_SX300.jpg,"""Notre Music"" is divided in three kingdoms: Hell, Purgatory and Paradise like in the Dante's Inferno in the Divine Comedy. Hell shows footages of many wars; Purgatory mixes reality and fiction in Sarajevo; and Paradise is a surrealistic view of a beach ""protected"" by the American Marines.",0,2004
361089,Valiant,"Animation, Adventure, Comedy",Gary Chapman,"Ewan McGregor, Ricky Gervais, Tim Curry, Jim Broadbent",https://m.media-amazon.com/images/M/MV5BMTUwNzUzMDAzOV5BMl5BanBnXkFtZTcwMTc0NzEzMQ@@._V1_SX300.jpg,"Set in 1944, Valiant is a woodland pigeon who wants to become a great hero someday. When he hears they are hiring recruits for the Royal Homing Pigeon Service, he immediately sets out for London. On the way, he meets a smelly but friendly pigeon named Bugsy, who joins him, mainly to get away from clients he cheated in a game of find-the pebble, and helps him sign up for the war.",0,2005
361498,Death of a Dynasty,"Musical, Comedy",Damon Dash,"Ebon Moss-Bachrach, Capone Lee, Loon, Robert Stapleton",https://m.media-amazon.com/images/M/MV5BMTIwMzIzMDM0M15BMl5BanBnXkFtZTcwMDUwMzAzMQ@@._V1_SX300.jpg,"A young journalist, David Katz, who writes for a hip-hop magazine called ""Mic Check"", starts following a music mogul around as part of a story and over time incorrectly starts to think he is part of that world, which leads to him writing an article for a gossip newspaper that starts a rivalry between the producer and his most famous rapper.",0,2003
363504,Bigger Than the Sky,"Comedy, Drama, Romance",Al Corley,"Marcus Thomas, John Corbett, Amy Smart, Sean Astin",https://m.media-amazon.com/images/M/MV5BMTIzNjE2Nzc4Ml5BMl5BanBnXkFtZTcwMTAxMDAzMQ@@._V1_SX300.jpg,"After being dumped by his girlfriend, a man stuck in a deadend life decides to audition for a small role in a local community theatre's production of Cyrano de Bergerac. Despite having no experience as an actor, he lands the lead role, which wreaks havoc upon his life.",0,2005
364484,Long Gone,Documentary,"Jack Cahill, David Eberhardt","Jessie, Horizontal John, Joshua Long Gone, New York Slim",https://m.media-amazon.com/images/M/MV5BMjEwOTQxNzg4NV5BMl5BanBnXkFtZTcwNjQzMjgyMQ@@._V1_SX300.jpg,Documentary about 6 tramps who hop trains in America.,0,2003
365100,Dating Games People Play,"Comedy, Romance",Stefan Marc,"Austin Peck, Leslie Bega, Stefan Marc, Stephanie Brown",https://m.media-amazon.com/images/M/MV5BMTMzNTQ2MTU2N15BMl5BanBnXkFtZTcwNTQ2MDkzMQ@@._V1_SX300.jpg,"Nick Jenkins finds himself back in the single scene as his relationship with his fiancee abruptly fall apart. With his roommate and best friend Jed Rollins, Nick jumps into the dating world. Mona, Jed, and Robin accompany him as they meander throught the quagmire of awkward situations they encounter on their dating escapades.",0,2005
366527,Goldfish Memory,"Comedy, Drama",Elizabeth Gill,"Sean Campion, Flora Montgomery, Stuart Graham, Jean Butler",https://m.media-amazon.com/images/M/MV5BMTQ4MzEzMTcxMl5BMl5BanBnXkFtZTcwMzU0NDcyMQ@@._V1_SX300.jpg,A light-hearted look at the dangers and delights of dating in contemporary Dublin,0,2003
3823690,Bill Burr: I'm Sorry You Feel That Way,Comedy,Jay Karas,Bill Burr,https://m.media-amazon.com/images/M/MV5BMTk0MzI5MjAxNV5BMl5BanBnXkFtZTgwNDY1NzA0NDE@._V1_SX300.jpg,"Bill Burr, comedian, holds a show in front of an audience.",0,2014
77278,Buck Rogers in the 25th Century,"Action, Adventure, Sci-Fi",Daniel Haller,"Gil Gerard, Pamela Hensley, Erin Gray, Henry Silva",https://m.media-amazon.com/images/M/MV5BMTk5OTE4NjY0Nl5BMl5BanBnXkFtZTcwNzgyMDYyMQ@@._V1_SX300.jpg,"In 1987, Captain William ""Buck"" Rogers pilots his space shuttle on a mission but a meteor storm freezes him into an orbit that returns him to Earth 500 years later. In the year 2491, his shuttle is found and captured by the Draconian flagship, under the command of Princess Ardala and her henchman Kane. Reviving him, they return him to Earth after planting a homing beacon aboard his shuttle to track a path through Earth's defense barrier. Now, Buck Rogers must adjust to the 25th century, and convince the Terrans that the Draconians are planning to conquer Earth.",0,1979
375073,Slasher,Documentary,John Landis,"Christin Ackerman, Emily Banks, Michael Bennett",https://m.media-amazon.com/images/M/MV5BMTY5NDAzMzMzM15BMl5BanBnXkFtZTcwOTAwMDYyMQ@@._V1_SX300.jpg,"A documentary on a stereotypically shady used car salesman, one who convinces customers to buy vehicles that others have deemed unfit for sale.",0,2004
77327,"China 9, Liberty 37",Western,"Monte Hellman, Tony Brandt","Warren Oates, Fabio Testi, Jenny Agutter, Sam Peckinpah",https://m.media-amazon.com/images/M/MV5BMjE1MTc4MjY1N15BMl5BanBnXkFtZTcwNjQ1NzIzMQ@@._V1_SX300.jpg,"Condemned gunman Clayton is given a last minute reprieve on condition he murders rancher Matthew for a railway company. Visiting Matthew's ranch, Clayton is unable to bring himself to kill Matthew and leaves, but Matthew's wife, Catherine, believing she has killed Matthew during an argument joins Clayton. Matthew, still alive, and mad as hell joins Clayton's equally angered employers to hunt down the pair",0,1978
77394,Damien: Omen II,"Drama, Horror","Don Taylor, Mike Hodges","William Holden, Lee Grant, Jonathan Scott-Taylor, Robert Foxworth",https://m.media-amazon.com/images/M/MV5BMTI0MTYzNDg2NF5BMl5BanBnXkFtZTYwNTcxNzg4._V1_SX300.jpg,"Seven years later, 13-year-old Damien is just discovering who he really is, and what he is destined to do. Now living with his Aunt, Uncle, and cousin in a wealthy suburb of Chicago, Damien is anxious to inherit everything. Can Richard Thorn finish the job that Damien's father (Ambassador Thorn) started?",0,1978
382839,Max and Mona,Drama,Teddy Mattera,"Mpho Lovinga, Jerry Mofokeng, Percy Matsemela, Thumi Melamu",https://m.media-amazon.com/images/M/MV5BMTE5OTk0NjY0OV5BMl5BanBnXkFtZTcwNDM3NzU0MQ@@._V1_SX300.jpg,"Max Bua leaves his country life behind in hopes of becoming a doctor in Johannesburg, though the big city has different plans for him.",0,2004
